id,title,ref_num,category,artist,sold
151371,Skyscraper Cabinet,1998.567,Arts of the Americas,Paul Theodore Frankl,0
153244,Cow Suckling a Calf,2006.180,Arts of Asia,,0
154235,The Girl by the Window,2000.50,Painting and Sculpture of Europe,Edvard Munch,0
154237,Machinist,2000.13.1,Arts of the Americas,Emma Stebbins,0
154238,Machinist's Apprentice,2000.13.2,Arts of the Americas,Emma Stebbins,0
156442,Coffer,2001.54,Applied Arts of Europe,André Charles Boulle,0
156474,Relaxing in the Shade,2000.475,Arts of Asia,Yamakawa Shûhô,0
157056,Mrs. Herbert Duckworth,2001.59,Photography and Media,Julia Margaret Cameron,0
181145,Horse and Rider,2003.114,Applied Arts of Europe,Hans Ludwig Kienle,0
183077,Chair (Kiti Cha Enzi),2004.476,Arts of Africa,Swahili,0
183277,Landscape,2004.450,Arts of Asia,Li Huayi,0
184371,The Nativity,2005.49,Painting and Sculpture of Europe,Fra Bartolommeo,0
184672,Sideboard,2005.51,Arts of the Americas,Daniel Pabst,0
185180,Chaekgeori,2006.3,Arts of Asia,,0
185222,Group Pilgrimage to the Jizo Nun,2005.168,Arts of Asia,Ike Taiga,0
185651,Triptych Icon,2006.11,Arts of Africa,,0
185905,Hanging Head Dragonfly Shade on Mosaic and Turtleback Base,2006.2,Arts of the Americas,Tiffany Studios,0
185963,Cauldron,2005.426,Arts of Asia,,0
186047,Sideboard,2005.529,Applied Arts of Europe,Edward William Godwin,0
187155,The Ballad of Sexual Dependency,2006.158,Photography and Media,Nan Goldin,0
187528,Head,2006.127,Arts of Africa,Fang,0
188844,"Near Jackson, Mississippi",2006.326,Photography and Media,William Eggleston,0
189595,Pair of Headdresses (Chiwara Kunw),1965.6-7,Arts of Africa,Bamana,0
189715,King Vulture,2007.105,Applied Arts of Europe,Johann Joachim Kändler,0
191454,"Dead Fish, Salton Sea",2007.225,Photography and Media,Richard Misrach,0
191556,The Room No. VI,2007.329,Arts of the Americas,Eldzier Cortor,0
193664,The Captive Slave,2008.188,Painting and Sculpture of Europe,John Philip Simpson,0
198809,Self-Portrait of My Sister,2009.59,Arts of the Americas,Gertrude Abercrombie,0
199854,Shaffron,1982.2102q,,,0
4884,Figure with Meat,1956.1201,Contemporary Art,Francis Bacon,0
8624,Portrait of Pablo Picasso,1958.525,Modern Art,Juan Gris,0
8633,Hero Construction,1958.528,Contemporary Art,Richard Hunt,0
8991,Improvisation No. 30 (Cannons),1931.511,Modern Art,Vasily Kandinsky,0
9010,L'Estaque,1931.518,Modern Art,Émilie Charmy,0
9503,Champs de Mars: The Red Tower,1959.1,Modern Art,Robert Delaunay,0
111164,Green and Blue: The Dancer,1988.219,Prints and Drawings,James McNeill Whistler,0
111436,The Basket of Apples,1926.252,Painting and Sculpture of Europe,Paul Cézanne,0
16231,Processional Cross with Saint Mary Magdalene and a Blessed Hermit,1933.1032,Painting and Sculpture of Europe,Lorenzo Monaco,0
25332,Triptych with Scenes from the Life of Christ,1937.827,Painting and Sculpture of Europe,,0
50909,Head of an Apostle,1944.413,Painting and Sculpture of Europe,,0
52560,"Corpus of Christ, from the Altarpiece of the Crucifixion",1944.1370,Painting and Sculpture of Europe,Jacques de Baerze,0
88793,Retable and Frontal of the Life of Christ and the Virgin Made for Pedro López de Ayala,1928.817,Painting and Sculpture of Europe,,0
184324,Saint Michael and the Devil,2004.721,Painting and Sculpture of Europe,,0
189600,Fragment,2007.17,Textiles,,0
180298,Ceremonial Hanging (palepai),2002.914,Textiles,Paminggir,0
111401,Caryatid Drum (Pinge),1990.137,Arts of Africa,Senufo,0
99539,Helmet Mask (Mukenga),1982.1504,Arts of Africa,Kuba,0
102611,Veranda Post (Opo Ogoga),1984.550,Arts of Africa,Yoruba,0
102963,The Titanic,1984.802,Architecture and Design,Stanley Tigerman,0
71829,Rock Crest/Rock Glen: Perspective Rendering,1988.182,Architecture and Design,Walter Burley Griffin,0
100250,Interrogation II,1983.264,Contemporary Art,Leon Golub,0
137125,Many Mansions,1995.147,Contemporary Art,Kerry James Marshall,0
189932,Bloom,2007.73,,Julia Fish,0
63554,"Big River, from the Rancherie, Mendocino, California",1981.649,Photography and Media,Carleton Watkins,0
100089,Chicago,1983.65,Photography and Media,Harry Callahan,0
63234,Two Ladies at the Automat (New York City),1981.557,Photography and Media,Diane Arbus,0
38930,Two Plant Specimens,1972.325,Photography and Media,William Henry Fox Talbot,0
55384,Fête du Trône,1979.56,Photography and Media,Jean-Eugène-Auguste Atget,0
72726,Portrait of Otto Mueller,1988.433,Prints and Drawings,Ernst Ludwig Kirchner,0
110881,The Road to Calvary,1958.299,Prints and Drawings,Master of the Housebook,0
70202,Self-Portrait,1987.280,Prints and Drawings,Lovis Corinth,0
50276,Statue of the Madonna in the Mountains,1976.22,Prints and Drawings,Caspar David Friedrich,0
160144,The Sick Child I,2003.1,Prints and Drawings,Edvard Munch,0
83889,Two Women's Torsos,1955.637,Prints and Drawings,Willem de Kooning,0
103887,A Young Lady with a Parrot,1985.40,Prints and Drawings,Rosalba Carriera,0
52736,"The Letter, or The Spanish Conversation",1945.32,Prints and Drawings,Jean Honoré Fragonard,0
76395,Flower Clouds,1990.165,Prints and Drawings,Odilon Redon,0
61603,Ballet at the Paris Opéra,1981.12,Prints and Drawings,Hilaire Germain Edgar Degas,0
20432,The Old Savoyard,1964.74,Prints and Drawings,Jean Antoine Watteau,0
76779,Crouching Woman,1990.226,Prints and Drawings,Eugène Delacroix,0
102131,Self-Portrait with a Visor,1984.61,Prints and Drawings,Jean Baptiste Siméon Chardin,0
76295,Self-Portrait in a Fur Cap,1990.141,Prints and Drawings,Joseph Wright of Derby,0
131385,Black and White,1994.245,Prints and Drawings,Lee Krasner,0
23684,The Artist's Mother,1965.510,Prints and Drawings,Arshile Gorky,0
90300,Perilous Night,1989.82,Prints and Drawings,Jasper Johns,0
15563,The Night is Stirring (La nuit remue),1962.904,Contemporary Art,Wou-Ki Zao,0
16964,The Plough and the Song,1963.208,Contemporary Art,Arshile Gorky,0
20509,Solitaire,1964.177,Modern Art,Balthus,0
23700,The Praying Jew,1937.188,Modern Art,Marc Chagall,0
27987,Jacques and Berthe Lipchitz,1926.221,Modern Art,Amedeo Modigliani,0
30839,The Philosopher's Conquest,1939.405,Modern Art,Giorgio de Chirico,0
34181,Time Transfixed,1970.426,Modern Art,René Magritte,0
36132,Cope,1971.312a,Textiles,,0
37368,Spanish Dancer,1971.777,Modern Art,Natalia Goncharova,0
37761,Spoon Woman,1971.880,Contemporary Art,Alberto Giacometti,0
49691,Bed Rug,1944.27,Textiles,Hannah Johnson,0
52679,"The Pheasants from the ""Verdures of the Vatican"" Series",1945.12,Textiles,Jean-Demosthene Dugourc,0
59426,White Crucifixion,1946.925,Modern Art,Marc Chagall,0
61608,Sunset,1981.13,Modern Art,Paul Klee,0
64884,Mohnköpfe (Poppyheads) (Dress or Furnishing Fabric),1986.963,Textiles,Koloman (Kolo) Moser,0
68823,Woodman (Waldarbeiter),1987.14,Contemporary Art,Georg Baselitz,0
70443,Cravat End,1987.334,Textiles,,0
71396,Hang Up,1988.130,Contemporary Art,Eva Hesse,0
72728,Untitled,1988.434,Modern Art,Yves Tanguy,0
73417,The Beginning,1989.2,Contemporary Art,Barnett Newman,0
76054,Watchtower with Geese (Hochsitz mit Gänsen),1990.81,Contemporary Art,Sigmar Polke,0
76240,Carnival in Arcueil,1990.119,,Lyonel Feininger,0
76244,Excavation,1952.1,Contemporary Art,Willem de Kooning,0
79379,Tanktotem I,1953.193,Contemporary Art,David Smith,0
79600,The Railway Crossing (Sketch),1953.341,Modern Art,Fernand Léger,0
80479,"Winter, from The Seasons",1954.261,Textiles,Charles Le Brun,0
83642,Greyed Rainbow,1955.494,Contemporary Art,Jackson Pollock,0
84241,Self-Portrait,1955.822,Modern Art,Max Beckmann,0
85533,Feathered Tunic,1955.1789,Textiles,Chimú,0
86385,City Landscape,1958.193,Contemporary Art,Joan Mitchell,0
86421,Panel (Furnishing Fabric),1924.499,Textiles,Jean Baptiste Pillement,0
89403,Untitled #12,1979.356,Contemporary Art,Agnes Martin,0
90443,Lever #1,1989.385,Contemporary Art,Martin Puryear,0
90583,Couple in Bed,1989.435,Contemporary Art,Philip Guston,0
91194,Golden Bird,1990.88,Modern Art,Constantin Brancusi,0
93345,Chalk-Mirror Displacement,1987.277,Contemporary Art,Robert Smithson,0
99602,Fragment (Hanging),1982.1578,Textiles,Coptic,0
100472,"Untitled (Purple, White, and Red)",1983.509,Contemporary Art,Mark Rothko,0
102234,American Collectors (Fred and Marcia Weisman),1984.182,Contemporary Art,David Hockney,0
104043,Club de Centre Rural: Perspective Sketch,1985.218,Architecture and Design,Le Corbusier (Charles-Édouard Jeanneret),0
107069,TAKEN FROM HERE TO WHERE IT CAME FROM AND TAKEN TO A PLACE AND USED IN SUCH A MANNER THAT IT CAN ONLY REMAIN AS A REPRESENTATION OF WHAT IT WAS WHERE IT CAME FROM,1982.402,Contemporary Art,Lawrence Weiner,0
109330,Little Harbor in Normandy,1970.98,Modern Art,Georges Braque,0
109439,America Windows,1977.938,Modern Art,Marc Chagall,0
109819,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",1957.307,Modern Art,Piet Mondrian,0
110634,Untitled #88,1988.118,,Cindy Sherman,0
111642,The Awakening of the Forest,1991.290,Modern Art,Paul Delvaux,0
117271,"Art Institute of Chicago II, Chicago",1991.28,Contemporary Art,Thomas Struth,0
118661,Juan Soriano De Lacandón,2018.285,Modern Art,Leonora Carrington,0
118746,Interrelation of Volumes from the Ellipsoid,2004.245,Modern Art,Georges Vantongerloo,0
119521,Landscape at L'Estaque,1981.65,Modern Art,Georges Braque,0
129884,Starry Night and the Astronauts,1994.36,Contemporary Art,Alma Thomas,0
140645,Night Sky #2,1995.240,Contemporary Art,Vija Celmins,0
144361,Earthly Paradise,1996.47,Modern Art,Pierre Bonnard,0
146905,Explosion at Sea,1997.138,Contemporary Art,Vija Celmins,0
146988,Rodeo,1997.160,Contemporary Art,Brice Marden,0
146989,Clown Torture,1997.162,Contemporary Art,Bruce Nauman,0
146991,Untitled,1997.164,Contemporary Art,Clyfford Still,0
147003,Woman Descending the Staircase (Frau die Treppe herabgehend),1997.176,Contemporary Art,Gerhard Richter,0
147513,Human Nature/Life Death,2004.151,Contemporary Art,Bruce Nauman,0
149681,Fragment (Dress Fabric),1998.3,Textiles,,0
150739,Furisode,1991.637,Textiles,,0
151424,Inventions of the Monsters,1943.798,Modern Art,Salvador Dalí,0
153701,Reclining Woman,1999.369,Modern Art,Fernand Léger,0
154232,Monk (Mönch),2000.49,Contemporary Art,Katharina Fritsch,0
155969,Talismanic Textile,2000.326,Textiles,,0
157156,Red Yellow Blue White and Black II,2001.157,Contemporary Art,Ellsworth Kelly,0
157160,The Flooded Grave,2001.161,Contemporary Art,Jeff Wall,0
160222,Albino,2002.597,Contemporary Art,Marlene Dumas,0
160226,Gasthof zur Muldentalsperre,2003.433,Contemporary Art,Peter Doig,0
181091,Caribs' Leap/Western Deep,2003.86,Contemporary Art,Steve McQueen,0
181774,Oonagh MacCumhail: The Case of the Entered Novitiate,2003.180,Contemporary Art,Matthew Barney,0
182728,Urns (Set of 8),2004.247.1-8,Contemporary Art,Thomas Schütte,0
184095,Near the Lagoon,2004.146,Contemporary Art,Jasper Johns,0
184186,The Long Road to Mazatlán,2007.41,Contemporary Art,Isaac Julien,0
184193,Delphine,2005.93,Contemporary Art,Diana Thater,0
185184,Venus de Milo with Drawers,2005.424,Modern Art,Salvador Dalí,0
185619,Woman's Robe,2005.606,Textiles,,0
185760,Forest and Sun,2007.276,Modern Art,Max Ernst,0
185766,Festival in Montmartre,2007.281,Modern Art,Gino Severini,0
186049,The First Part of the Return from Parnassus,2007.63,Contemporary Art,Cy Twombly,0
186392,"Wall Drawing #821: A black square divided horizontally and vertically into four equal parts, each with a different direction of alternating flat and glossy bands",2006.168,,Sol LeWitt,0
187165,Monogram,2006.170,Contemporary Art,Louise Lawler,0
188540,"Sur, Long Island City, New York",2006.311,Architecture and Design,Hernan Diaz Alonso,0
188845,Corallo Chair,2006.277,Architecture and Design,Campana Brothers,0
189207,Hinoki,2007.771,Contemporary Art,Charles Ray,0
189289,Gingold Living Room End Table (1 of 2),2006.752.1,Architecture and Design,Rudolph Michael Schindler,0
189290,Gingold Living Room End Table (2 of 2),2006.752.2,Architecture and Design,Rudolph Michael Schindler,0
189775,"The Emperor Sailing, from The Story of the Emperor of China",2007.22,Textiles,Guy-Louis Vernansal,0
191197,Honey-Pop,2007.111,Architecture and Design,Tokujin Yoshioka,0
191371,Untitled,2008.11,Contemporary Art,Donald Judd,0
192689,Untitled,2008.174,Contemporary Art,Robert Gober,0
192890,"Dymaxion Car, Section",1990.167.1,Architecture and Design,Richard Buckminster Fuller,0
196323,"Plate 49 from Plan of Chicago 1909: Chicago. View of the City from Jackson Park to Grant Park, Looking Towards the West. The proposed shore treatment as a park enclosing a waterway (or a series of lagoons) is shown, together with the enlarged yacht harbor, recreation piers, and a scheme for Grant Park.",2.148.1966,Architecture and Design,Daniel Hudson Burnham,0
199002,In Memory of My Father,2009.52,Contemporary Art,Sylvia Plimack Mangold,0
207293,Painterly Realism of a Football Player—Color Masses in the 4th Dimension,2011.1,Modern Art,Kazimir Malevich,0
218612,Khee II,2013.123,Contemporary Art,Jack Whitten,0
220179,Object with Number 1,2013.1095,Modern Art,Joaquín Torres Garcia,0
220272,Golden Wings Brushing the Clouds Incarnated from Earthly Wide Star (Chikatsusei Maunkinshi),2013.1092,Contemporary Art,Kazuo Shiraga,0
221885,We Must Bear,2014.636,Contemporary Art,Nilima Sheikh,0
223309,Untitled,2014.635,Contemporary Art,Saitō Yoshishige,0
225016,A Siren Beside a Ship,2016.336,Contemporary Art,Mark Bradford,0
227420,Male-Female Figure with Pomegranate,2015.84,Contemporary Art,Ibrahim El-Salahi,0
229351,Target,2015.119,Contemporary Art,Jasper Johns,0
229354,Untitled,2015.122,Contemporary Art,Robert Rauschenberg,0
229393,Untitled,2015.176,Contemporary Art,Tanaka Atsuko,0
229510,AC10,2015.178a-b,Contemporary Art,Wei Zhang,0
229866,Finnish Painting,2015.477,Contemporary Art,William Pope.L,0
234004,Untitled 72–12–A,2016.62,Contemporary Art,"Chung, Sang-Hwa",0
234433,Involvement Series,2016.66,Contemporary Art,Wanda Pimentel,0
234972,Small Town by Day (Badische Kleinstadt bei Tage),2016.46,Modern Art,Georg Scholz,0
238749,Bottle Rack (Porte-Bouteilles),2017.422,Modern Art,Marcel Duchamp,0
210482,I'timad-ud-Daula's Tomb at Agra,2011.284,Arts of Asia,,0
210511,A Monumental Portrait of a Monkey,2011.248,Arts of Asia,,0
217201,Cotton Pickers,2013.4,Arts of the Americas,Thomas Hart Benton,0
230189,Celestial Chaos No. 1,2015.451,Arts of Asia,Tai Xiangzhou,0
234781,Christ Carrying the Cross,2016.15,Painting and Sculpture of Europe,Sebastiano del Piombo,0
88724,Head of a Luohan,1928.259,Arts of Asia,,0
111380,Seated Bodhisattva,1962.356,Arts of Asia,,0
35376,Equestrienne,1970.1073,Arts of Asia,,0
9512,Oribe-Type Ewer,1959.5,Arts of Asia,,0
42566,Pair of Cups,1941.701a-b,Arts of Asia,,0
43060,Incense Burner in the Form of a Duck,1941.963,Arts of Asia,,0
73216,"Vase (Maebyong) with Clouds, Flying Cranes, and Children amid Willows",1950.1626,Arts of Asia,,0
15401,At Mouquin's,1925.295,Arts of the Americas,William James Glackens,0
109780,Love of Winter,1914.1018,Arts of the Americas,George Wesley Bellows,0
65916,Movements,1949.544,Arts of the Americas,Marsden Hartley,0
63178,Ceres,1981.538,Arts of the Americas,John Bradley Storrs,0
64276,...And the Home of the Brave,1948.650,Arts of the Americas,Charles Demuth,0
65868,Silver Sun,1949.531,Arts of the Americas,Arthur Dove,0
105800,Train Station,1990.134,Arts of the Americas,Walter Ellison,0
111617,Cabin in the Cotton,1990.417,Arts of the Americas,Horace Pippin,0
2189,Ready-to-Wear,1956.137,Arts of the Americas,Stuart Davis,0
56682,The Rock,1956.338,Arts of the Americas,Peter Blume,0
11393,Henry Ossawa Tanner,1924.37,Arts of the Americas,Hermann Dudley Murphy,0
56905,Nocturne: Blue and Gold—Southampton Water,1900.52,Arts of the Americas,James McNeill Whistler,0
102295,Pitcher,1984.240,Arts of the Americas,Tiffany and Company,0
111442,The Child's Bath,1910.2,Arts of the Americas,Mary Cassatt,0
105105,Cabinet,1986.26,Arts of the Americas,Herter Brothers,0
64729,"Early Morning, Tarpon Springs",1911.32,Arts of the Americas,George Inness,0
111377,For Sunday's Dinner,1958.296,Arts of the Americas,William Michael Harnett,0
100829,Magnolias on Light Blue Velvet Cloth,1983.791,Arts of the Americas,Martin Johnson Heade,0
30709,Bar-room Scene,1939.392,Arts of the Americas,William Sidney Mount,0
28849,A City Park,1968.88,Arts of the Americas,William Merritt Chase,0
76571,View of Cotopaxi,1919.753,Arts of the Americas,Frederic Edwin Church,0
81564,"Husking Bee, Island of Nantucket",1922.444,Arts of the Americas,Eastman Johnson,0
90048,Distant View of Niagara Falls,1946.396,Arts of the Americas,Thomas Cole,0
46230,Reliquary Casket of Saints Adrian and Natalia,1943.65,Applied Arts of Europe,,0
14968,Mural Fragment Representing a Ritual of World Renewal,1962.702,Arts of the Americas,Teotihuacan,0
18757,Ceremonial Knife (Tumi),1963.841,Arts of the Americas,Chimú,0
51185,Storage Jar with Horizontal Bands of Interlocking Scrolls,1976.307,Arts of the Americas,Ancestral Pueblo (Anasazi),0
55249,Ritual Cache,1979.17.1-11,Arts of the Americas,Salado,0
75644,Coronation Stone of Motecuhzoma II (Stone of the Five Suns),1990.21,Arts of the Americas,Aztec (Mexica),0
91620,Portrait Vessel of a Ruler,1955.2338,Arts of the Americas,Moche,0
4081,Gian Lodovico Madruzzo,1929.912,Painting and Sculpture of Europe,Giovanni Battista Moroni,0
44741,The Annunciation,1942.249,Painting and Sculpture of Europe,Alessandro Vittoria,0
84709,Still Life with Game Fowl,1955.1203,Painting and Sculpture of Europe,Juan Sánchez Cotán,0
4788,Lady Sarah Bunbury Sacrificing to the Graces,1922.4468,Painting and Sculpture of Europe,Sir Joshua Reynolds,0
27307,Madame de Pastoret and Her Son,1967.228,Painting and Sculpture of Europe,Jacques Louis David,0
